operation_date,operation_start_time_est,operation_close_time_est,settlement_date,preliminary_ann_pdf,preliminary_ann_xml,final_ann_pdf,final_ann_xml,results_pdf,results_xml,special_ann_pdf,operation_type,security_type,maturity_bucket,nbr_issues_accepted,total_par_amt_offered,par_amt_per_offer,max_par_amt_redeemed,max_nbr_offers,nbr_issues_eligible,total_par_amt_accepted
2026-04-15,01:40 PM,02:00 PM,2026-04-16,BBPA_20260415174000.pdf,BBPA_20260415174000.xml,BBA_20260415174000.pdf,BBA_20260415174000.xml,BBR_20260415174000.pdf,BBR_20260415174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,18055000000.00,1000000.00,2000000000,9,37,2000000000.00
2026-04-09,01:40 PM,02:00 PM,2026-04-10,BBPA_20260409174000.pdf,BBPA_20260409174000.xml,BBA_20260409174000.pdf,BBA_20260409174000.xml,BBR_20260409174000.pdf,BBR_20260409174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,36472000000.00,1000000.00,2000000000,9,35,2000000000.00
2026-04-01,01:40 PM,02:00 PM,2026-04-02,BBPA_20260401174000.pdf,BBPA_20260401174000.xml,BBA_20260401174000.pdf,BBA_20260401174000.xml,BBR_20260401174000.pdf,BBR_20260401174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,20,43113000000.00,1000000.00,15000000000,9,53,15000000000.00
2026-03-26,01:40 PM,02:00 PM,2026-03-27,BBPA_20260326174000.pdf,BBPA_20260326174000.xml,BBA_20260326174000.pdf,BBA_20260326174000.xml,BBR_20260326174000.pdf,BBR_20260326174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,5,36047000000.00,1000000.00,2000000000,9,36,2000000000.00
2026-03-25,01:40 PM,02:00 PM,2026-03-26,BBPA_20260325174000.pdf,BBPA_20260325174000.xml,BBA_20260325174000.pdf,BBA_20260325174000.xml,BBR_20260325174000.pdf,BBR_20260325174000.xml,null,Liquidity Support,TIPS,10Y to 30Y,7,757000000.00,1000000.00,500000000,9,16,110000000.00
2026-03-19,01:40 PM,02:00 PM,2026-03-20,BBPA_20260319174000.pdf,BBPA_20260319174000.xml,BBA_20260319174000.pdf,BBA_20260319174000.xml,BBR_20260319174000.pdf,BBR_20260319174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,5,36003000000.00,1000000.00,2000000000,9,35,205000000.00
2026-03-17,01:40 PM,02:00 PM,2026-03-18,BBPA_20260317174000.pdf,BBPA_20260317174000.xml,BBA_20260317174000.pdf,BBA_20260317174000.xml,BBR_20260317174000.pdf,BBR_20260317174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,21,33518000000.00,1000000.00,15000000000,9,47,15000000000.00
2026-03-12,01:40 PM,02:00 PM,2026-03-13,BBPA_20260312174000.pdf,BBPA_20260312174000.xml,BBA_20260312174000.pdf,BBA_20260312174000.xml,BBR_20260312174000.pdf,BBR_20260312174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,3,3394000000.00,1000000.00,4000000000,9,10,55000000.00
2026-03-10,01:40 PM,02:00 PM,2026-03-11,BBPA_20260310174000.pdf,BBPA_20260310174000.xml,BBA_20260310174000.pdf,BBA_20260310174000.xml,BBR_20260310174000.pdf,BBR_20260310174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,24,40989000000.00,1000000.00,15000000000,9,52,14697000000.00
2026-03-05,01:40 PM,02:00 PM,2026-03-06,BBPA_20260305184000.pdf,BBPA_20260305184000.xml,BBA_20260305184000.pdf,BBA_20260305184000.xml,BBR_20260305184000.pdf,BBR_20260305184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,17844000000.00,1000000.00,2000000000,9,37,2000000000.00
2026-03-04,01:40 PM,02:00 PM,2026-03-05,BBPA_20260304184000.pdf,BBPA_20260304184000.xml,BBA_20260304184000.pdf,BBA_20260304184000.xml,BBR_20260304184000.pdf,BBR_20260304184000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,12,10405000000.00,1000000.00,4000000000,9,48,2463000000.00
2026-03-02,01:40 PM,02:00 PM,2026-03-03,BBPA_20260302184000.pdf,BBPA_20260302184000.xml,BBA_20260302184000.pdf,BBA_20260302184000.xml,BBR_20260302184000.pdf,BBR_20260302184000.xml,BBSPL_20260302184000.pdf,Liquidity Support,Nominal Coupons,1Mo to 2Y,16,86000000.00,1000000.00,30000000,3,76,30000000.00
2026-02-25,01:40 PM,02:00 PM,2026-02-26,BBPA_20260225184000.pdf,BBPA_20260225184000.xml,BBA_20260225184000.pdf,BBA_20260225184000.xml,BBR_20260225184000.pdf,BBR_20260225184000.xml,null,Liquidity Support,TIPS,1Y to 10Y,12,2291000000.00,1000000.00,750000000,9,28,745000000.00
2026-02-24,01:40 PM,02:00 PM,2026-02-25,BBPA_20260224184000.pdf,BBPA_20260224184000.xml,BBA_20260224184000.pdf,BBA_20260224184000.xml,BBR_20260224184000.pdf,BBR_20260224184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,2,24964000000.00,1000000.00,2000000000,9,35,2000000000.00
2026-02-19,01:40 PM,02:00 PM,2026-02-20,BBPA_20260219184000.pdf,BBPA_20260219184000.xml,BBA_20260219184000.pdf,BBA_20260219184000.xml,BBR_20260219184000.pdf,BBR_20260219184000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,13,6807000000.00,1000000.00,4000000000,9,25,1560000000.00
2026-02-10,01:40 PM,02:00 PM,2026-02-11,BBPA_20260210184000.pdf,BBPA_20260210184000.xml,BBA_20260210184000.pdf,BBA_20260210184000.xml,BBR_20260210184000.pdf,BBR_20260210184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,20854000000.00,1000000.00,2000000000,9,34,2000000000.00
2026-02-05,01:40 PM,02:00 PM,2026-02-06,BBPA_20260205184000.pdf,BBPA_20260205184000.xml,BBA_20260205184000.pdf,BBA_20260205184000.xml,BBR_20260205184000.pdf,BBR_20260205184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,6,25535000000.00,1000000.00,2000000000,9,35,2000000000.00
2026-02-04,01:40 PM,02:00 PM,2026-02-05,BBPA_20260204184000.pdf,BBPA_20260204184000.xml,BBA_20260204184000.pdf,BBA_20260204184000.xml,BBR_20260204184000.pdf,BBR_20260204184000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,11,69000000000.00,1000000.00,4000000000,9,74,4000000000.00
2026-01-27,01:40 PM,02:00 PM,2026-01-28,BBPA_20260127184000.pdf,BBPA_20260127184000.xml,BBA_20260127184000.pdf,BBA_20260127184000.xml,BBR_20260127184000.pdf,BBR_20260127184000.xml,null,Liquidity Support,TIPS,1Y to 10Y,9,3316000000.00,1000000.00,750000000,9,27,735000000.00
2026-01-22,01:40 PM,02:00 PM,2026-01-23,BBPA_20260122184000.pdf,BBPA_20260122184000.xml,BBA_20260122184000.pdf,BBA_20260122184000.xml,BBR_20260122184000.pdf,BBR_20260122184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,22891000000.00,1000000.00,2000000000,9,35,2000000000.00
2026-01-21,01:40 PM,02:00 PM,2026-01-22,BBPA_20260121184000.pdf,BBPA_20260121184000.xml,BBA_20260121184000.pdf,BBA_20260121184000.xml,BBR_20260121184000.pdf,BBR_20260121184000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,14,8747000000.00,1000000.00,4000000000,9,34,2786000000.00
2026-01-16,10:40 AM,11:00 AM,2026-01-20,BBPA_20260115184000.pdf,BBPA_20260115184000.xml,BBA_20260116154000.pdf,BBA_20260116154000.xml,BBR_20260116154000.pdf,BBR_20260116154000.xml,BBSPL_20260116154000.pdf,Liquidity Support,Nominal Coupons,7Y to 10Y,2,5938000000.00,1000000.00,4000000000,9,10,210000000.00
2026-01-14,01:40 PM,02:00 PM,2026-01-15,BBPA_20260114184000.pdf,BBPA_20260114184000.xml,BBA_20260114184000.pdf,BBA_20260114184000.xml,BBR_20260114184000.pdf,BBR_20260114184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,5,25101000000.00,1000000.00,2000000000,9,35,2000000000.00
2026-01-08,01:40 PM,02:00 PM,2026-01-09,BBPA_20260108184000.pdf,BBPA_20260108184000.xml,BBA_20260108184000.pdf,BBA_20260108184000.xml,BBR_20260108184000.pdf,BBR_20260108184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,1,28645000000.00,1000000.00,2000000000,9,35,2000000000.00
2025-12-23,01:40 PM,02:00 PM,2025-12-24,BBPA_20251223184000.pdf,BBPA_20251223184000.xml,BBA_20251223184000.pdf,BBA_20251223184000.xml,BBR_20251223184000.pdf,BBR_20251223184000.xml,null,Liquidity Support,TIPS,10Y to 30Y,4,1190000000.00,1000000.00,500000000,9,15,108000000.00
2025-12-18,01:40 PM,02:00 PM,2025-12-19,BBPA_20251218184000.pdf,BBPA_20251218184000.xml,BBA_20251218184000.pdf,BBA_20251218184000.xml,BBR_20251218184000.pdf,BBR_20251218184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,4,24629000000.00,1000000.00,2000000000,9,35,2000000000.00
2025-12-17,01:40 PM,02:00 PM,2025-12-18,BBPA_20251217184000.pdf,BBPA_20251217184000.xml,BBA_20251217184000.pdf,BBA_20251217184000.xml,BBR_20251217184000.pdf,BBR_20251217184000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,16,11941000000.00,1000000.00,4000000000,9,48,3714000000.00
2025-12-11,01:40 PM,02:00 PM,2025-12-12,BBPA_20251211184000.pdf,BBPA_20251211184000.xml,BBA_20251211184000.pdf,BBA_20251211184000.xml,BBR_20251211184000.pdf,BBR_20251211184000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,16,33621000000.00,1000000.00,12500000000,9,48,12500000000.00
2025-12-04,01:40 PM,02:00 PM,2025-12-05,BBPA_20251204184000.pdf,BBPA_20251204184000.xml,BBA_20251204184000.pdf,BBA_20251204184000.xml,BBR_20251204184000.pdf,BBR_20251204184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,28411000000.00,1000000.00,2000000000,9,34,2000000000.00
2025-12-03,01:40 PM,02:00 PM,2025-12-04,BBPA_20251203184000.pdf,BBPA_20251203184000.xml,BBA_20251203184000.pdf,BBA_20251203184000.xml,BBR_20251203184000.pdf,BBR_20251203184000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,23,34608000000.00,1000000.00,12500000000,9,46,12500000000.00
2025-11-25,01:40 PM,02:00 PM,2025-11-26,BBPA_20251125184000.pdf,BBPA_20251125184000.xml,BBA_20251125184000.pdf,BBA_20251125184000.xml,BBR_20251125184000.pdf,BBR_20251125184000.xml,null,Liquidity Support,TIPS,1Y to 10Y,8,4947000000.00,1000000.00,750000000,9,29,750000000.00
2025-11-20,01:40 PM,02:00 PM,2025-11-21,BBPA_20251120184000.pdf,BBPA_20251120184000.xml,BBA_20251120184000.pdf,BBA_20251120184000.xml,BBR_20251120184000.pdf,BBR_20251120184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,10,25436000000.00,1000000.00,2000000000,9,35,785000000.00
2025-11-18,01:40 PM,02:00 PM,2025-11-19,BBPA_20251118184000.pdf,BBPA_20251118184000.xml,BBA_20251118184000.pdf,BBA_20251118184000.xml,BBR_20251118184000.pdf,BBR_20251118184000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,10,8437000000.00,1000000.00,4000000000,9,26,3387000000.00
2025-11-12,01:40 PM,02:00 PM,2025-11-13,BBPA_20251112184000.pdf,BBPA_20251112184000.xml,BBA_20251112184000.pdf,BBA_20251112184000.xml,BBR_20251112184000.pdf,BBR_20251112184000.xml,null,Liquidity Support,TIPS,10Y to 30Y,5,1392000000.00,1000000.00,500000000,9,15,142000000.00
2025-11-05,01:40 PM,02:00 PM,2025-11-06,BBPA_20251105184000.pdf,BBPA_20251105184000.xml,BBA_20251105184000.pdf,BBA_20251105184000.xml,BBR_20251105184000.pdf,BBR_20251105184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,3,24090000000.00,1000000.00,2000000000,9,33,2000000000.00
2025-10-28,01:40 PM,02:00 PM,2025-10-29,BBPA_20251028174000.pdf,BBPA_20251028174000.xml,BBA_20251028174000.pdf,BBA_20251028174000.xml,BBR_20251028174000.pdf,BBR_20251028174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,8,25417000000.00,1000000.00,2000000000,9,34,2000000000.00
2025-10-22,01:40 PM,02:00 PM,2025-10-23,BBPA_20251022174000.pdf,BBPA_20251022174000.xml,BBA_20251022174000.pdf,BBA_20251022174000.xml,BBR_20251022174000.pdf,BBR_20251022174000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,7,8601000000.00,1000000.00,4000000000,9,34,1902000000.00
2025-10-16,01:40 PM,02:00 PM,2025-10-17,BBPA_20251016174000.pdf,BBPA_20251016174000.xml,BBA_20251016174000.pdf,BBA_20251016174000.xml,BBR_20251016174000.pdf,BBR_20251016174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,2,10437000000.00,1000000.00,4000000000,9,10,192000000.00
2025-10-07,01:40 PM,02:00 PM,2025-10-08,BBPA_20251007174000.pdf,BBPA_20251007174000.xml,BBA_20251007174000.pdf,BBA_20251007174000.xml,BBR_20251007174000.pdf,BBR_20251007174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,29965000000.00,1000000.00,2000000000,9,32,2000000000.00
2025-10-02,01:40 PM,02:00 PM,2025-10-03,BBPA_20251002174000.pdf,BBPA_20251002174000.xml,BBA_20251002174000.pdf,BBA_20251002174000.xml,BBR_20251002174000.pdf,BBR_20251002174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,21666000000.00,1000000.00,2000000000,9,34,2000000000.00
2025-10-01,01:40 PM,02:00 PM,2025-10-02,BBPA_20251001174000.pdf,BBPA_20251001174000.xml,BBA_20251001174000.pdf,BBA_20251001174000.xml,BBR_20251001174000.pdf,BBR_20251001174000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,16,11798000000.00,1000000.00,4000000000,9,48,2898000000.00
2025-09-24,01:40 PM,02:00 PM,2025-09-25,BBPA_20250924174000.pdf,BBPA_20250924174000.xml,BBA_20250924174000.pdf,BBA_20250924174000.xml,BBR_20250924174000.pdf,BBR_20250924174000.xml,null,Liquidity Support,TIPS,1Y to 10Y,4,5775000000.00,1000000.00,750000000,9,29,750000000.00
2025-09-18,01:40 PM,02:00 PM,2025-09-19,BBPA_20250918174000.pdf,BBPA_20250918174000.xml,BBA_20250918174000.pdf,BBA_20250918174000.xml,BBR_20250918174000.pdf,BBR_20250918174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,1,23977000000.00,1000000.00,2000000000,9,32,2000000000.00
2025-09-10,01:40 PM,02:00 PM,2025-09-11,BBPA_20250910174000.pdf,BBPA_20250910174000.xml,BBA_20250910174000.pdf,BBA_20250910174000.xml,BBR_20250910174000.pdf,BBR_20250910174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,6,20882000000.00,1000000.00,2000000000,9,36,2000000000.00
2025-09-03,01:40 PM,02:00 PM,2025-09-04,BBPA_20250903174000.pdf,BBPA_20250903174000.xml,BBA_20250903174000.pdf,BBA_20250903174000.xml,BBR_20250903174000.pdf,BBR_20250903174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,23015000000.00,1000000.00,2000000000,9,31,2000000000.00
2025-08-26,01:40 PM,02:00 PM,2025-08-27,BBPA_20250826174000.pdf,BBPA_20250826174000.xml,BBA_20250826174000.pdf,BBA_20250826174000.xml,BBR_20250826174000.pdf,BBR_20250826174000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,5,6672000000.00,1000000.00,4000000000,9,26,1399000000.00
2025-08-21,01:40 PM,02:00 PM,2025-08-22,BBPA_20250821174000.pdf,BBPA_20250821174000.xml,BBA_20250821174000.pdf,BBA_20250821174000.xml,BBR_20250821174000.pdf,BBR_20250821174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,19447000000.00,1000000.00,2000000000,9,36,2000000000.00
2025-08-19,01:40 PM,02:00 PM,2025-08-20,BBPA_20250819174000.pdf,BBPA_20250819174000.xml,BBA_20250819174000.pdf,BBA_20250819174000.xml,BBR_20250819174000.pdf,BBR_20250819174000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,12,28704000000.00,1000000.00,4000000000,9,60,4000000000.00
2025-08-13,01:40 PM,02:00 PM,2025-08-14,BBPA_20250813174000.pdf,BBPA_20250813174000.xml,BBA_20250813174000.pdf,BBA_20250813174000.xml,BBR_20250813174000.pdf,BBR_20250813174000.xml,null,Liquidity Support,TIPS,1Y to 10Y,8,6512000000.00,1000000.00,750000000,9,29,750000000.00
2025-08-06,01:40 PM,02:00 PM,2025-08-07,BBPA_20250806174000.pdf,BBPA_20250806174000.xml,BBA_20250806174000.pdf,BBA_20250806174000.xml,BBR_20250806174000.pdf,BBR_20250806174000.xml,null,Liquidity Support,TIPS,7.5Y to 30Y,6,1629000000.00,1000000.00,500000000,9,19,500000000.00
2025-07-31,01:40 PM,02:00 PM,2025-08-01,BBPA_20250731174000.pdf,BBPA_20250731174000.xml,BBA_20250731174000.pdf,BBA_20250731174000.xml,BBR_20250731174000.pdf,BBR_20250731174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,2,19677000000.00,1000000.00,2000000000,9,29,2000000000.00
2025-07-23,01:40 PM,02:00 PM,2025-07-24,BBPA_20250723174000.pdf,BBPA_20250723174000.xml,BBA_20250723174000.pdf,BBA_20250723174000.xml,BBR_20250723174000.pdf,BBR_20250723174000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,15,14791000000.00,1000000.00,4000000000,9,49,4000000000.00
2025-07-16,01:40 PM,02:00 PM,2025-07-17,BBPA_20250716174000.pdf,BBPA_20250716174000.xml,BBA_20250716174000.pdf,BBA_20250716174000.xml,BBR_20250716174000.pdf,BBR_20250716174000.xml,null,Liquidity Support,TIPS,1Y to 7.5Y,6,2526000000.00,1000000.00,500000000,9,25,500000000.00
2025-07-10,01:40 PM,02:00 PM,2025-07-11,BBPA_20250710174000.pdf,BBPA_20250710174000.xml,BBA_20250710174000.pdf,BBA_20250710174000.xml,BBR_20250710174000.pdf,BBR_20250710174000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,11,3924000000.00,1000000.00,4000000000,9,26,1250000000.00
2025-07-02,01:40 PM,02:00 PM,2025-07-03,BBPA_20250702174000.pdf,BBPA_20250702174000.xml,BBA_20250702174000.pdf,BBA_20250702174000.xml,BBR_20250702174000.pdf,BBR_20250702174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,10,18738000000.00,1000000.00,2000000000,9,36,2000000000.00
